66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
74 77 275 ; 192 129 151 ; 236 155 164 ; 17 137 58 ; 253 39 450 ; 
31 134 244 ; 122 129 309 ; 74 250 29 ; 31 228 375 ; 196 232 246 ; 
18 47 354 ; 147 162 124 ; 46 186 105 ; 183 45 229 ; 222 175 79 ; 
100 119 476 ; 230 64 284 ; 224 142 398 ; 197 33 320 ; 173 203 160 ; 
220 205 292 ; 126 26 2 ; 57 39 153 ; 102 32 479 ; 21 43 206 ; 
140 52 481 ; 205 92 297 ; 91 254 43 ; 124 235 132 ; 71 247 57 ; 
21 199 498 ; 47 170 82 ; 86 31 460 ; 118 195 149 ; 162 29 207 ; 
214 86 84 ; 50 244 81 ; 48 119 302 ; 27 219 129 ; 18 4 141 ; 
218 218 232 ; 132 140 109 ; 163 189 248 ; 102 38 106 ; 132 246 61 ; 
218 218 43 ; 206 75 29 ; 70 137 7 ; 33 34 23 ; 38 55 103 ; 
0 148 405 ; 141 5 75 ; 74 166 263 ; 112 156 327 ; 102 9 393 ; 
65 24 373 ; 140 253 248 ; 22 20 166 ; 56 92 376 ; 112 191 306 ; 
4 52 364 ; 9 132 252 ; 175 87 53 ; 76 206 227 ; 85 172 424 ; 
110 13 202 ; 107 73 499 ; 128 84 44 ; 220 164 490 ; 155 22 114 ; 
207 174 262 ; 83 71 314 ; 171 108 232 ; 121 220 115 ; 37 188 71 ; 
51 2 161 ; 124 138 279 ; 208 158 454 ; 117 200 342 ; 139 42 170 ; 
58 253 41 ; 129 211 361 ; 237 179 56 ; 201 67 39 ; 133 30 341 ; 
136 79 2 ; 18 238 101 ; 176 249 34 ; 120 131 170 ; 162 234 35 ; 
159 235 139 ; 115 188 197 ; 38 225 110 ; 105 176 283 ; 136 249 445 ; 
215 104 370 ; 198 9 262 ; 191 39 472 ; 66 22 44 ; 44 121 468 ; 
24 104 211 ; 212 145 386 ; 181 59 309 ; 102 211 64 ; 95 52 265 ; 
199 26 337 ; 209 137 293 ; 248 9 411 ; 14 58 146 ; 136 226 192 ; 
240 45 221 ; 130 24 125 ; 189 117 469 ; 144 249 459 ; 196 231 485 ; 
223 92 240 ; 104 169 80 ; 113 188 253 ; 171 142 497 ; 142 163 280 ; 
187 228 340 ; 211 61 168 ; 73 106 462 ; 66 77 184 ; 41 150 116 ; 
134 63 205 ; 47 175 24 ; 236 240 188 ; 122 41 465 ; 29 113 457 ; 
1 65 279 ; 62 2 198 ; 169 68 398 ; 246 68 243 ; 141 213 297 ; 
204 42 327 ; 123 94 21 ; 107 250 172 ; 148 7 340 ; 6 192 375 ; 
71 7 116 ; 73 10 138 ; 142 224 64 ; 210 255 217 ; 167 96 56 ; 
209 235 417 ; 47 252 393 ; 41 61 360 ; 49 105 479 ; 241 16 191 ; 
249 213 481 ; 3 155 41 ; 227 159 38 ; 226 77 436 ; 66 241 271 ; 
46 34 10 ; 42 31 8 ; 103 151 491 ; 209 122 297 ; 225 241 94 ; 
182 111 339 ; 81 52 312 ; 241 66 63 ; 62 223 342 ; 47 78 244 ; 
81 100 67 ; 112 76 137 ; 7 100 475 ; 129 165 459 ; 114 23 76 ; 
225 122 405 ; 21 215 212 ; 88 54 337 ; 55 121 346 ; 133 157 104 ; 
233 4 19 ; 54 153 212 ; 154 89 224 ; 63 128 267 ; 86 120 172 ; 
208 81 279 ; 167 225 272 ; 222 195 194 ; 87 149 230 ; 244 166 373 ; 
249 229 190 ; 146 118 395 ; 235 118 145 ; 107 126 431 ; 227 6 254 ; 
53 1 356 ; 22 222 77 ; 217 208 432 ; 111 26 486 ; 21 155 81 ; 
250 161 18 ; 112 144 307 ; 231 182 141 ; 101 117 145 ; 107 116 128 ; 
109 200 20 ; 75 237 77 ; 27 186 159 ; 53 100 161 ; 208 102 224 ; 
113 92 157 ; 1 75 127 ; 183 204 200 ; 45 57 99 ; 161 18 444 ; 
105 206 55 ; 87 191 416 ; 17 198 447 ; 117 167 194 ; 219 247 239 ; 
55 92 103 ; 130 188 180 ; 79 140 366 ; 136 67 453 ; 154 95 430 ; 
104 230 199 ; 39 219 469 ; 238 26 316 ; 149 117 377 ; 141 4 434 ; 
233 100 274 ; 165 52 61 ; 49 6 160 ; 116 144 359 ; 211 70 155 ; 
186 158 178 ; 149 95 150 ; 175 119 150 ; 36 160 188 ; 41 62 73 ; 
141 184 382 ; 193 106 124 ; 200 158 425 ; 88 33 487 ; 158 44 259 ; 
60 210 187 ; 155 225 29 ; 18 23 350 ; 178 59 153 ; 241 244 430 ; 
169 59 123 ; 19 107 336 ; 177 64 101 ; 210 71 433 ; 255 195 489 ; 
209 18 200 ; 178 27 264 ; 201 185 356 ; 4 6 290 ; 249 120 445 ; 
52 19 254 ; 159 59 195 ; 223 37 479 ; 39 214 116 ; 234 224 319 ; 
252 136 242 ; 23 108 415 ; 208 236 138 ; 214 127 115 ; 79 196 184 ; 
98 250 417 ; 158 217 49 ; 195 204 352 ; 153 113 455 ; 121 232 346 ; 
1 94 432 ; 110 165 252 ; 90 159 335 ; 217 99 383 ; 157 43 402 ; 
151 236 469 ; 113 225 411 ; 61 117 65 ; 174 232 236 ; 150 131 6 ; 
244 7 67 ; 154 136 473 ; 57 31 135 ; 156 135 261 ; 199 197 143 ; 
179 82 224 ; 148 65 112 ; 9 207 353 ; 242 31 426 ; 117 9 449 ; 
124 109 443 ; 4 210 300 ; 36 165 138 ; 171 210 243 ; 112 217 288 ; 
194 126 251 ; 3 186 459 ; 210 103 403 ; 242 81 493 ; 251 234 35 ; 
104 26 24 ; 58 62 392 ; 223 252 97 ; 178 243 269 ; 139 135 348 ; 
9 227 384 ; 195 242 198 ; 42 149 53 ; 124 66 164 ; 102 225 266 ; 
128 245 69 ; 190 134 494 ; 186 27 160 ; 174 212 56 ; 53 56 442 ; 
24 12 109 ; 10 162 339 ; 160 59 38 ; 226 167 117 ; 196 5 1 ; 
185 95 491 ; 63 33 32 ; 90 29 274 ; 46 249 357 ; 102 135 23 ; 
114 161 264 ; 20 196 481 ; 80 170 483 ; 247 187 175 ; 253 72 402 ; 
92 60 198 ; 125 176 87 ; 154 226 315 ; 148 207 329 ; 27 106 196 ; 
188 59 318 ; 128 36 81 ; 43 23 33 ; 230 171 377 ; 47 33 481 ; 
107 91 258 ; 27 78 334 ; 253 129 351 ; 205 15 321 ; 55 203 301 ; 
114 237 233 ; 150 130 429 ; 174 44 378 ; 89 37 469 ; 122 22 171 ; 
213 4 486 ; 35 78 405 ; 165 21 312 ; 180 119 482 ; 127 108 271 ; 
108 125 406 ; 239 75 301 ; 27 153 287 ; 64 18 349 ; 87 113 14 ; 
91 0 332 ; 170 249 353 ; 191 14 165 ; 54 32 434 ; 163 255 342 ; 
32 21 85 ; 107 158 333 ; 4 190 20 ; 22 139 179 ; 136 178 40 ; 
136 82 231 ; 129 200 214 ; 143 97 324 ; 175 159 412 ; 174 145 150 ; 
196 2 341 ; 98 223 218 ; 32 172 209 ; 172 147 398 ; 94 187 48 ; 
176 58 184 ; 120 21 292 ; 217 153 130 ; 120 221 9 ; 9 88 265 ; 
11 117 315 ; 235 179 419 ; 151 93 230 ; 42 11 34 ; 230 207 182 ; 
32 28 392 ; 53 240 497 ; 207 70 349 ; 172 44 263 ; 4 193 227 ; 
122 4 29 ; 45 12 308 ; 138 118 399 ; 149 0 322 ; 101 55 109 ; 
129 203 299 ; 113 16 327 ; 184 206 205 ; 228 101 312 ; 165 116 208 ; 
169 141 397 ; 181 178 71 ; 43 193 300 ; 44 104 443 ; 99 57 100 ; 
46 240 321 ; 63 199 438 ; 13 212 96 ; 114 176 128 ; 230 57 44 ; 
116 198 109 ; 38 205 490 ; 231 1 460 ; 79 192 395 ; 136 21 183 ; 
120 206 210 ; 64 9 165 ; 20 181 100 ; 197 25 365 ; 254 97 223 ; 
196 78 253 ; 145 228 485 ; 146 48 227 ; 83 168 83 ; 104 75 374 ; 
54 82 7 ; 63 135 335 ; 244 251 335 ; 13 124 64 ; 110 111 333 ; 
188 72 203 ; 161 150 71 ; 209 9 212 ; 121 100 222 ; 197 15 453 ; 
23 66 301 ; 158 237 440 ; 153 217 11 ; 21 217 260 ; 132 158 165 ; 
204 97 272 ; 98 232 188 ; 108 0 109 ; 208 170 495 ; 223 168 388 ; 
33 13 177 ; 15 169 220 ; 232 133 238 ; 193 85 479 ; 95 50 12 ; 
192 126 60 ; 168 135 377 ; 168 48 447 ; 82 171 351 ; 250 160 24 ; 
8 89 487 ; 177 42 305 ; 54 152 108 ; 139 160 140 ; 190 188 261 ; 
60 93 8 ; 195 202 288 ; 244 153 320 ; 159 213 168 ; 63 225 406 ; 
153 204 489 ; 195 217 69 ; 91 245 86 ; 251 249 53 ; 184 190 80 ; 
21 226 186 ; 223 198 291 ; 120 82 434 ; 77 134 78 ; 46 13 70 ; 
251 142 445 ; 212 23 234 ; 202 81 157 ; 195 194 157 ; 130 191 360 ; 
100 121 336 ; 43 112 441 ; 125 43 108 ; 4 217 433 ; 17 39 118 ; 
159 181 189 ; 182 219 484 ; 7 197 308 ; 202 10 122 ; 137 74 66 ; 
2 67 252 ; 115 80 188 ; 158 61 15 ; 119 162 201 ; 159 84 265 ; 
84 53 114 ; 47 17 237 ; 244 194 55 ; 254 60 154 ; 73 122 440 ; 
140 58 345 ; 220 95 204 ; 25 174 11 ; 187 123 497 ; 16 76 444 ; 
69 46 423 ; 87 175 379 ; 25 230 47 ; 85 37 83 ; 208 45 498 ; 
10 191 3 ; 105 83 231 ; 24 90 179 ; 147 255 457 ; 224 27 496 ; 
14 215 416 ; 190 230 110 ; 164 37 209 ; 201 89 374 ; 247 139 375 ; 
182 6 335 ; 9 13 302 ; 99 240 19 ; 98 237 151 ; 125 166 251 ; 
84 110 435 ; 59 124 465 ; 96 225 431 ; 185 95 240 ; 68 51 397 ; 
74 214 344 ; 87 132 278 ; 72 156 255 ; 53 203 286 ; 219 142 368 ; 
74 49 150 ; 198 227 202 ; 168 82 109 ; 7 102 418 ; 58 68 359 ; 
17 24 488 ; 149 163 454 ; 49 54 342 ; 253 45 182 ; 139 133 431 ; 
189 91 87 ; 160 134 121 ; 242 235 439 ; 89 177 307 ; 157 49 395 ; 
181 245 281 ; 88 3 154 ; 143 105 464 ; 188 23 81 ; 65 251 362 ; 
157 186 206 ; 35 195 47 ; 14 146 203 ; 192 10 457 ; 241 137 198 ; 
230 66 27 ; 233 13 437 ; 83 109 205 ; 106 254 292 ; 101 141 484 ; 
31 167 150 ; 226 126 291 ; 117 245 110 ; 127 94 68 ; 8 33 84 ; 
74 128 369 ; 87 149 263 ; 196 3 221 ; 195 255 436 ; 80 184 238 ; 
247 178 264 ; 117 73 99 ; 106 3 366 ; 200 203 355 ; 233 84 374 ; 
106 205 22 ; 255 45 80 ; 2 118 204 ; 2 18 208 ; 186 24 323 ; 
108 132 115 ; 181 16 290 ; 184 126 395 ; 131 97 485 ; 215 195 18 ; 
165 45 191 ; 210 225 89 ; 72 237 93 ; 90 190 463 ; 114 81 289 ; 
247 53 111 ; 7 15 23 ; 133 95 372 ; 230 24 64 ; 169 154 372 ; 
214 6 27 ; 183 219 456 ; 165 176 422 ; 99 136 294 ; 180 97 360 ; 
233 245 63 ; 249 244 166 ; 88 169 269 ; 112 21 238 ; 11 5 132 ; 
17 205 325 ; 236 57 191 ; 157 120 458 ; 37 254 387 ; 134 223 334 ; 
123 50 123 ; 112 124 220 ; 25 205 121 ; 46 163 221 ; 52 95 358 ; 
1 196 197 ; 58 255 282 ; 178 241 54 ; 177 137 107 ; 144 131 256 ; 
194 50 291 ; 62 203 174 ; 11 92 430 ; 174 70 283 ; 13 160 150 ; 
209 5 402 ; 208 123 67 ; 193 221 305 ; 74 221 188 ; 206 1 9 ; 
0 172 185 ; 203 211 427 ; 40 105 401 ; 110 25 228 ; 14 247 350 ; 
19 9 47 ; 142 28 496 ; 107 105 388 ; 72 105 385 ; 74 26 24 ; 
246 91 490 ; 201 94 406 ; 51 159 346 ; 76 235 282 ; 67 229 436 ; 
76 236 370 ; 104 196 429 ; 209 108 247 ; 59 214 378 ; 85 138 135 ; 
177 12 273 ; 15 142 435 ; 175 220 445 ; 154 82 436 ; 128 54 44 ; 
108 40 419 ; 49 45 315 ; 157 192 299 ; 115 191 176 ; 253 6 487 ; 
9 151 241 ; 152 30 474 ; 116 111 261 ; 199 243 208 ; 253 195 191 ; 
38 214 263 ; 83 53 471 ; 20 252 312 ; 211 149 174 ; 217 104 145 ; 
112 145 103 ; 142 107 332 ; 254 85 148 ; 241 237 193 ; 181 32 452 ; 
139 211 361 ; 193 243 143 ; 189 67 227 ; 82 49 63 ; 187 147 326 ; 
76 242 207 ; 184 90 479 ; 13 91 77 ; 250 208 447 ; 27 12 377 ; 
238 69 262 ; 225 165 373 ; 37 88 378 ; 86 31 76 ; 233 185 142 ; 
219 44 269 ; 54 15 198 ; 145 128 402 ; 97 240 143 ; 109 81 481 ; 
178 103 460 ; 87 8 195 ; 175 107 156 ; 206 139 157 ; 135 253 76 ; 
179 43 57 ; 194 165 205 ; 67 215 55 ; 51 22 404 ; 132 79 297 ; 
235 164 186 ; 243 231 284 ; 94 11 236 ; 233 85 119 ; 231 245 498 ; 
18 126 49 ; 183 227 481 ; 142 126 475 ; 164 170 258 ; 243 55 277 ; 
151 49 261 ; 126 222 472 ; 138 226 488 ; 223 149 334 ; 212 23 88 ; 
82 33 447 ; 54 222 329 ; 180 93 284 ; 95 32 66 ; 150 21 318 ; 
200 143 21 ; 166 243 489 ; 136 75 119 ; 29 2 217 ; 53 162 292 ; 
86 41 124 ; 52 194 419 ; 145 18 233 ; 177 240 473 ; 199 114 396 ; 
86 231 243 ; 73 244 255 ; 149 128 217 ; 151 149 365 ; 57 138 22 ; 
98 82 335 ; 36 109 205 ; 54 190 113 ; 38 196 91 ; 152 40 192 ; 
127 35 47 ; 116 230 269 ; 244 79 35 ; 137 64 480 ; 19 79 439 ; 
102 146 204 ; 211 44 370 ; 146 249 470 ; 86 88 140 ; 126 105 94 ; 
162 64 150 ; 136 110 33 ; 216 229 233 ; 24 241 369 ; 103 148 11 ; 
250 112 98 ; 38 174 460 ; 31 16 164 ; 120 168 294 ; 225 102 176 ; 
33 188 354 ; 143 145 128 ; 116 219 401 ; 101 24 93 ; 249 223 69 ; 
105 186 205 ; 23 250 335 ; 39 14 313 ; 207 180 308 ; 53 176 356 ; 
241 43 205 ; 131 71 403 ; 94 236 366 ; 118 105 187 ; 86 255 492 ; 
16 252 74 ; 10 243 487 ; 25 16 251 ; 205 76 390 ; 126 1 194 ; 
169 150 255 ; 240 77 77 ; 221 148 44 ; 70 79 242 ; 69 111 40 ; 
65 137 302 ; 52 13 126 ; 68 168 177 ; 145 106 266 ; 146 252 391 ; 
40 196 377 ; 118 125 282 ; 10 185 235 ; 89 83 136 ; 200 99 430 ; 
82 202 188 ; 95 64 465 ; 7 193 450 ; 113 91 454 ; 110 195 287 ; 
50 168 9 ; 175 55 326 ; 104 182 140 ; 187 18 170 ; 30 180 455 ; 
232 156 135 ; 41 198 489 ; 234 36 4 ; 70 198 283 ; 9 250 217 ; 
177 191 351 ; 232 173 293 ; 158 17 120 ; 176 127 228 ; 101 70 359 ; 
1 214 257 ; 199 183 374 ; 235 248 335 ; 178 63 169 ; 172 248 495 ; 
107 31 352 ; 25 120 174 ; 42 128 390 ; 170 240 441 ; 240 27 461 ; 
198 101 382 ; 126 151 244 ; 118 242 363 ; 181 55 339 ; 174 195 329 ; 
205 87 121 ; 70 157 224 ; 198 204 317 ; 183 153 392 ; 210 22 118 ; 
55 249 450 ; 206 221 377 ; 192 136 387 ; 248 31 41 ; 187 104 270 ; 
18 93 144 ; 176 190 14 ; 124 55 24 ; 21 219 442 ; 43 41 349 ; 
36 104 456 ; 1 109 19 ; 138 240 414 ; 169 233 474 ; 18 151 74 ; 
111 244 357 ; 45 30 28 ; 101 142 112 ; 64 196 0 ; 106 178 337 ; 
210 114 232 ; 63 105 421 ; 47 47 498 ; 24 182 328 ; 175 52 454 ; 
163 110 352 ; 193 186 495 ; 79 182 461 ; 20 46 418 ; 198 187 258 ; 
56 115 100 ; 161 80 98 ; 209 47 425 ; 135 151 320 ; 187 169 28 ; 
41 205 116 ; 227 97 431 ; 153 34 137 ; 199 72 460 ; 130 174 492 ; 
246 127 286 ; 70 33 298 ; 117 3 48 ; 13 19 449 ; 182 60 180 ; 
132 20 315 ; 229 143 213 ; 7 204 252 ; 79 89 46 ; 253 249 297 ; 
124 96 492 ; 158 254 214 ; 161 62 236 ; 180 79 58 ; 240 231 7 ; 
4 59 241 ; 148 184 261 ; 96 24 266 ; 185 18 69 ; 179 212 88 ; 
19 24 434 ; 17 82 58 ; 80 210 208 ; 159 200 161 ; 135 203 442 ; 
194 133 374 ; 122 194 131 ; 146 229 291 ; 165 14 195 ; 121 135 453 ; 
145 253 260 ; 227 239 403 ; 181 128 180 ; 126 177 288 ; 73 151 380 ; 
206 110 135 ; 145 73 221 ; 118 184 351 ; 132 135 129 ; 11 16 250 ; 
8 76 363 ; 248 155 312 ; 120 252 459 ; 41 172 97 ; 193 252 431 ; 
47 211 468 ; 120 108 155 ; 48 127 400 ; 183 37 174 ; 200 111 46 ; 
20 51 310 ; 176 135 398 ; 172 191 222 ; 88 172 138 ; 85 23 12 ; 
40 203 433 ; 149 78 128 ; 20 98 80 ; 57 236 228 ; 169 251 119 ; 
220 21 59 ; 99 55 160 ; 34 82 472 ; 206 228 380 ; 229 160 320 ; 
177 29 25 ; 255 201 130 ; 98 237 207 ; 78 65 459 ; 73 77 17 ; 
94 32 482 ; 150 8 218 ; 232 160 185 ; 204 228 400 ; 109 129 106 ; 
138 114 88 ; 84 140 165 ; 65 59 140 ; 131 255 266 ; 208 252 69 ; 
240 162 242 ; 249 36 449 ; 153 9 291 ; 126 17 287 ; 255 232 131 ; 
113 164 484 ; 254 17 131 ; 57 125 199 ; 56 76 120 ; 52 105 271 ; 
214 207 123 ; 250 148 440 ; 4 239 177 ; 21 50 362 ; 253 66 24 ; 
161 190 335 ; 178 197 469 ; 48 32 407 ; 124 189 208 ; 229 220 333 ; 
180 204 149 ; 73 172 492 ; 56 133 430 ; 107 247 298 ; 173 232 200 ; 
107 215 241 ; 49 56 363 ; 81 151 377 ; 14 48 277 ; 235 1 181 ; 
183 6 306 ; 99 226 247 ; 232 185 304 ; 223 147 416 ; 199 131 75 ; 
159 113 60 ; 215 0 412 ; 111 65 261 ; 159 179 306 ; 160 160 21 ; 
166 115 28 ; 137 250 99 ; 66 202 378 ; 213 210 190 ; 89 70 101 ; 
202 102 137 ; 202 242 484 ; 11 175 111 ; 190 190 426 ; 95 219 137 ; 
210 227 429 ; 204 162 100 ; 150 196 345 ; 104 206 243 ; 174 183 444 ; 
21 104 353 ; 7 184 7 ; 183 224 325 ; 117 118 481 ; 80 172 455 ; 
51 129 226 ; 213 253 156 ; 153 2 492 ; 103 73 390 ; 30 102 267 ; 
135 219 49 ; 63 27 298 ; 31 36 130 ; 150 57 453 ; 66 13 426 ; 
195 63 70 ; 193 68 117 ; 195 20 314 ; 13 123 391 ; 115 74 390 ; 
78 199 208 ; 105 90 391 ; 142 244 219 ; 199 69 6 ; 212 11 328 ; 
20 33 26 ; 88 106 178 ; 108 136 235 ; 231 63 394 ; 49 93 47 ; 
249 153 194 ; 83 93 485 ; 71 96 482 ; 140 130 160 ; 151 59 0 ; 
184 53 308 ; 34 243 164 ; 170 114 224 ; 233 181 185 ; 70 4 84 ; 
223 199 394 ; 60 216 311 ; 156 82 134 ; 31 91 197 ; 90 43 249 ; 
143 207 216 ; 131 136 224 ; 245 152 186 ; 170 21 120 ; 175 122 269 ; 
118 16 23 ; 78 159 90 ; 160 129 67 ; 251 170 319 ; 38 95 206 ; 
246 171 56 ; 126 175 248 ; 22 213 107 ; 44 165 72 ; 166 94 187 ; 
182 93 202 ; 85 59 108 ; 214 86 446 ; 128 14 346 ; 223 228 322 ; 
138 21 372 ; 57 213 306 ; 14 24 492 ; 179 80 155 ; 17 51 331 ; 
110 197 457 ; 169 205 427 ; 0 35 404 ; 14 26 22 ; 242 12 182 ; 
7 36 429 ; 220 51 35 ; 244 191 372 ; 69 98 478 ; 120 49 473 ; 
62 166 478 ; 11 209 16 ; 47 81 381 ; 73 167 437 ; 85 125 411 ; 
121 50 454 ; 172 113 177 ; 108 233 330 ; 206 111 18 ; 0 168 315 ; 
166 242 112 ; 120 170 110 ; 201 12 269 ; 113 109 36 ; 238 221 461 ; 
33 63 14 ; 146 168 420 ; 124 238 336 ; 235 41 256 ; 148 168 187 ; 
134 160 107 ; 49 214 177 ; 61 24 473 ; 170 136 103 ; 135 66 384 ; 
198 80 54 ; 111 216 43 ; 93 13 386 ; 134 173 306 ; 47 28 133 ; 
207 139 193 ; 166 161 464 ; 190 46 313 ; 70 133 474 ; 136 77 32 ; 
217 4 104 ; 177 219 142 ; 190 69 29 ; 108 43 243 ; 136 253 153 ; 
20 98 428 ; 181 78 180 ; 227 107 222 ; 105 197 176 ; 182 202 226 ; 
186 86 187 ; 150 168 424 ; 219 106 357 ; 7 137 176 ; 4 46 136 ; 
102 3 276 ; 181 167 352 ; 32 241 97 ; 230 249 133 ; 176 71 62 ; 
6 30 472 ; 174 206 67 ; 24 48 93 ; 161 80 84 ; 208 220 199 ; 
211 240 71 ; 122 25 450 ; 107 246 95 ; 100 183 375 ; 171 225 61 ; 
202 194 389 ; 152 93 111 ; 200 142 426 ; 24 154 158 ; 244 174 256 ; 
229 197 372 ; 254 67 435 ; 244 118 125 ; 172 202 220 ; 141 3 192 ; 
79 237 119 ; 172 220 41 ; 58 122 30 ; 213 49 146 ; 131 137 363 ; 
72 177 19 ; 140 172 392 ; 2 33 334 ; 204 1 295 ; 208 69 407 ; 
189 52 380 ; 153 238 392 ; 20 64 156 ; 69 90 471 ; 206 141 68 ; 
127 181 499 ; 43 193 335 ; 76 204 379 ; 77 203 226 ; 146 118 250 ; 
198 174 218 ; 180 54 167 ; 244 107 209 ; 79 218 473 ; 220 30 266 ; 
145 229 400 ; 83 244 395 ; 31 144 38 ; 234 46 454 ; 96 152 363 ; 
14 211 161 ; 69 202 115 ; 176 91 120 ; 138 0 352 ; 168 234 163 ; 
141 162 64 ; 129 217 277 ; 17 59 48 ; 63 233 211 ; 216 228 61 ; 
171 113 209 ; 117 197 36 ; 209 205 433 ; 209 201 57 ; 188 21 435 ; 
94 61 283 ; 56 246 452 ; 115 3 277 ; 93 46 195 ; 65 68 374 ; 
179 185 122 ; 120 61 305 ; 69 6 443 ; 14 127 96 ; 35 130 385 ; 
96 45 429 ; 87 101 480 ; 90 31 284 ; 136 234 175 ; 204 244 312 ; 
134 215 410 ; 195 100 277 ; 202 103 85 ; 73 59 250 ; 204 225 328 ; 
249 66 484 ; 95 2 132 ; 126 250 403 ; 104 102 493 ; 92 46 466 ; 
51 56 382 ; 152 245 156 ; 255 42 324 ; 59 164 170 ; 28 45 399 ; 
94 217 3 ; 97 229 61 ; 91 73 24 ; 193 6 226 ; 240 76 158 ; 
40 95 398 ; 30 247 218 ; 72 83 274 ; 237 121 361 ; 26 233 76 ; 
243 36 304 ; 216 89 327 ; 33 237 476 ; 40 255 183 ; 116 121 329 ; 
211 80 77 ; 203 90 485 ; 30 252 183 ; 152 157 108 ; 129 122 9 ; 
165 114 215 ; 255 201 210 ; 236 129 330 ; 236 149 480 ; 101 106 300 ; 
181 47 108 ; 15 28 288 ; 11 40 199 ; 169 124 313 ; 35 189 5 ; 
149 24 322 ; 95 102 268 ; 224 140 107 ; 117 212 11 ; 223 68 59 ; 
14 41 261 ; 43 225 366 ; 83 100 242 ; 207 5 365 ; 140 63 246 ; 
164 249 461 ; 10 89 167 ; 150 184 190 ; 107 4 358 ; 175 59 152 ; 
216 216 307 ; 185 43 198 ; 29 141 161 ; 35 250 232 ; 98 17 223 ; 
91 74 439 ; 181 25 447 ; 109 71 161 ; 113 86 59 ; 173 218 122 ; 
133 61 354 ; 176 175 158 ; 61 76 380 ; 56 60 13 ; 73 251 428 ; 
147 70 278 ; 173 53 238 ; 244 46 427 ; 74 190 100 ; 36 184 474 ; 
98 98 255 ; 17 229 260 ; 94 33 153 ; 154 122 230 ; 150 247 154 ; 
220 213 375 ; 18 15 3 ; 64 254 408 ; 254 91 428 ; 183 41 127 ; 
25 164 303 ; 254 164 469 ; 31 85 323 ; 154 68 173 ; 145 106 307 ; 
102 218 97 ; 118 221 334 ; 116 141 316 ; 207 49 204 ; 248 32 59 ; 
156 52 206 ; 65 169 295 ; 150 48 42 ; 218 21 121 ; 69 149 251 ; 
31 170 360 ; 252 156 79 ; 137 160 497 ; 186 229 189 ; 219 40 109 ; 
15 34 81 ; 184 53 362 ; 233 71 211 ; 254 121 133 ; 147 68 360 ; 
62 161 397 ; 218 100 120 ; 123 157 384 ; 96 74 97 ; 136 199 39 ; 
170 61 486 ; 223 79 93 ; 39 162 182 ; 160 139 223 ; 228 79 93 ; 
133 88 101 ; 233 128 47 ; 134 164 413 ; 209 81 72 ; 152 185 376 ; 
213 251 236 ; 36 77 62 ; 198 87 298 ; 82 74 189 ; 161 59 357 ; 
250 192 257 ; 122 131 399 ; 31 33 416 ; 112 57 455 ; 41 178 56 ; 
37 178 328 ; 114 93 58 ; 201 231 254 ; 19 152 185 ; 78 233 483 ; 
15 30 8 ; 146 217 362 ; 179 126 461 ; 237 169 244 ; 159 165 456 ; 
81 57 138 ; 174 163 479 ; 149 50 221 ; 45 135 398 ; 22 46 381 ; 
53 118 467 ; 14 185 110 ; 140 118 5 ; 53 82 268 ; 218 158 269 ; 
20 20 88 ; 183 175 462 ; 233 188 452 ; 112 146 62 ; 158 123 127 ; 
21 179 358 ; 206 249 363 ; 68 210 189 ; 150 95 310 ; 52 216 327 ; 
73 241 298 ; 248 91 402 ; 181 115 197 ; 71 33 439 ; 195 253 15 ; 
118 239 410 ; 111 22 335 ; 66 75 449 ; 161 13 269 ; 121 5 187 ; 
106 215 307 ; 197 189 324 ; 57 90 217 ; 90 225 206 ; 87 217 41 ; 
70 111 104 ; 92 26 214 ; 168 147 186 ; 181 80 172 ; 186 163 293 ; 
145 42 170 ; 78 251 393 ; 169 196 422 ; 138 66 267 ; 99 7 286 ; 
210 144 457 ; 236 142 492 ; 127 252 252 ; 207 172 428 ; 114 253 182 ; 
157 200 340 ; 152 253 54 ; 92 247 76 ; 158 43 401 ; 165 185 24 ; 
53 158 107 ; 196 202 414 ; 192 83 426 ; 109 131 150 ; 106 105 1 ; 
50 10 20 ; 47 60 365 ; 39 188 9 ; 82 230 373 ; 11 154 163 ; 
169 177 420 ; 116 155 250 ; 199 114 366 ; 74 200 10 ; 180 237 3 ; 
190 133 490 ; 250 186 492 ; 182 135 52 ; 156 176 147 ; 54 119 341 ; 
232 228 272 ; 131 134 101 ; 245 236 117 ; 189 18 276 ; 171 166 155 ; 
48 164 139 ; 235 212 217 ; 114 52 295 ; 35 187 301 ; 154 148 138 ; 
126 120 180 ; 4 6 36 ; 240 7 472 ; 3 208 413 ; 169 227 215 ; 
77 170 26 ; 33 47 70 ; 86 174 9 ; 17 227 408 ; 166 181 139 ; 
30 190 365 ; 36 174 360 ; 44 34 20 ; 252 140 417 ; 223 179 412 ; 
137 133 305 ; 184 135 142 ; 102 117 63 ; 73 213 325 ; 255 88 371 ; 
189 117 245 ; 107 17 219 ; 142 178 100 ; 26 67 300 ; 205 215 300 ; 
82 20 255 ; 217 158 304 ; 78 73 16 ; 35 75 334 ; 123 94 263 ; 
241 23 442 ; 2 238 199 ; 180 234 275 ; 247 18 141 ; 206 54 211 ; 
226 57 404 ; 128 197 394 ; 202 9 103 ; 21 179 42 ; 115 167 321 ; 
